,imgName,transcription,sequence,size,trans_length
212,AAW_ARB_20070118.0083_10_LDC0710_00z9,aeAnaBheEspaeAsaMyaBbaEspbaMspspspspspaaAlaByaBtaMmaEspspspsp,"[5, 77, 47, 89, 5, 83, 106, 19, 89, 20, 89, 89, 89, 89, 89, 3, 63, 106, 94, 65, 89, 89, 89, 89]","[341.0, 70]",24
213,AAW_ARB_20070119.0028_8_LDC0710_00z1,waMraMfaMdeAspwaMlaBshAspaaAlaBaaEfaMsaMaaEhaAspayBnaAsptaBfaMaaEsaMyaBlaAspaaAlaBlaBkaMaaEhhA,"[102, 81, 37, 29, 89, 102, 63, 87, 89, 3, 63, 4, 37, 83, 4, 43, 89, 16, 76, 89, 92, 37, 4, 83, 106, 62, 89, 3, 63, 63, 56, 4, 49]","[697.0, 70]",33
214,AAW_ARB_20070119.0028_8_LDC0710_0z10,yaBkaMwaMlaAspaaAnaAspayBlaBeeEspaaAlaBdaMwaMlaAspayBdaMmaEspaaAlaBtaMdaMkhMlaA,"[106, 56, 102, 62, 89, 3, 76, 89, 16, 63, 34, 89, 3, 63, 27, 102, 62, 89, 16, 27, 65, 89, 3, 63, 94, 27, 61, 62]","[580.0, 70]",28
215,AAW_ARB_20070120.0015_7_LDC0057_00z1,ghByaBraMspaeAnaBheMaaEsptaBdeByaBfaEspspspspsplaBaaE,"[40, 106, 81, 89, 5, 77, 48, 4, 89, 92, 30, 106, 36, 89, 89, 89, 89, 89, 63, 4]","[254.0, 70]",20
216,AAW_ARB_20070120.0015_7_LDC0057_0z10,n2An0AspyaBnaBaaEyaBraMspn2An0An0An7AspaaAlaBayMdaMdaMspn1An0An2An8An0A,"[68, 66, 89, 106, 77, 4, 106, 81, 89, 68, 66, 66, 73, 89, 3, 63, 18, 27, 27, 89, 67, 66, 68, 74, 66]","[440.0, 70]",25
217,AAW_ARB_20070120.0015_7_LDC0057_0z11,waMtaBraMeeAspbaMaaEraMyaBseAspaeAnaA,"[102, 92, 81, 33, 89, 20, 4, 81, 106, 85, 89, 5, 76]","[510.0, 70]",13
218,AAW_ARB_20070120.0015_7_LDC0057_0z12,spspspspaaAlaBayMlaBaaEkaMteeEspaaAlaBkhMaaEsaMteeEspspspspspaaAlaBkaMaaEalBmaBteeE,"[89, 89, 89, 89, 3, 63, 18, 63, 4, 56, 96, 89, 3, 63, 61, 4, 83, 96, 89, 89, 89, 89, 89, 3, 63, 56, 4, 10, 64, 96]","[496.0, 70]",30
219,AAW_ARB_20070120.0015_7_LDC0057_0z13,baMyaBnaAspahAyaBraMaaAnaAspwaMhaMzaEbaEspaaAlaBlaBheEsptaBkhMwaMlaBheMaaE,"[20, 106, 76, 89, 7, 106, 81, 3, 76, 89, 102, 45, 108, 19, 89, 3, 63, 63, 47, 89, 92, 61, 102, 63, 48, 4]","[549.0, 70]",26
220,AAW_ARB_20070120.0015_7_LDC0057_0z14,aeAnaAsptaBkaMnaBayEsphaMzaEbaEspaaAlaBlaBheE,"[5, 76, 89, 92, 56, 77, 17, 89, 45, 108, 19, 89, 3, 63, 63, 47]","[291.0, 70]",16
221,AAW_ARB_20070120.0015_7_LDC0057_0z15,spspspspbaMtaMfaMaaEdaMyaAspaaAlaBtaMsaMayMyaBdaMspjaBnaBwaMbaMaaEspwaMtaBfaMaaEdaMyaA,"[89, 89, 89, 89, 20, 94, 37, 4, 27, 105, 89, 3, 63, 94, 83, 18, 106, 27, 89, 53, 77, 102, 20, 4, 89, 102, 92, 37, 4, 27, 105]","[563.0, 70]",31
222,AAW_ARB_20070120.0015_7_LDC0057_0z16,daMfaMayEspaaAlaBwaMdeBayEspaaAlaBseMyaBaaEseMyaAspaaAlaBdaMaaAkhMlaByaAspfaMyaA,"[27, 37, 17, 89, 3, 63, 102, 30, 17, 89, 3, 63, 86, 106, 4, 86, 105, 89, 3, 63, 27, 3, 61, 63, 105, 89, 37, 105]","[507.0, 70]",28
223,AAW_ARB_20070120.0015_7_LDC0057_0z17,laBbaMnaBaaEnaAspaaAlaBeeEspmaBzaEyaBdaMspmaBnaAspaaAlaBtaMaeEzaAmaEspspspspspspdotAsp,"[63, 20, 77, 4, 76, 89, 3, 63, 34, 89, 64, 108, 106, 27, 89, 64, 76, 89, 3, 63, 94, 6, 107, 65, 89, 89, 89, 89, 89, 89, 32, 89]","[389.0, 70]",32
224,AAW_ARB_20070120.0015_7_LDC0057_00z2,yaBjaBwaMzaAspbaMaeEyaAsphaMaaElaAspahAfaMraMaaAghAspaaAlaBmaBhaMkeBmaBteeEspmaBnaA,"[106, 53, 102, 107, 89, 20, 6, 105, 89, 45, 4, 62, 89, 7, 37, 81, 3, 39, 89, 3, 63, 64, 45, 58, 64, 96, 89, 64, 76]","[363.0, 70]",29
225,AAW_ARB_20070120.0015_7_LDC0057_00z3,maBdeBmaBwaMnaBheMaaEspwaMlaBaaEspaeAnaAsptaBtaMhaMwaMlaAspaaAlaBeeE,"[64, 30, 64, 102, 77, 48, 4, 89, 102, 63, 4, 89, 5, 76, 89, 92, 94, 45, 102, 62, 89, 3, 63, 34]","[446.0, 70]",24
226,AAW_ARB_20070120.0015_7_LDC0057_00z4,maBhaMkeBmaBteeEspsaMwaMraMyaBteeEsplaBaeEnaAspfaMyaAspdhMlaBkeE,"[64, 45, 58, 64, 96, 89, 83, 102, 81, 106, 96, 89, 63, 6, 76, 89, 37, 105, 89, 31, 63, 59]","[497.0, 70]",22
227,AAW_ARB_20070120.0015_7_LDC0057_00z5,aaAnaBtaMkaMaaEsaMaaEspmaBnaAspmaBjaBlaBseAspaaAlaBaeEmaBnaAspwaMaaAnaBtaMkaMaaEsaMaaE,"[3, 77, 94, 56, 4, 83, 4, 89, 64, 76, 89, 64, 53, 63, 85, 89, 3, 63, 6, 64, 76, 89, 102, 3, 77, 94, 56, 4, 83, 4]","[659.0, 70]",30
228,AAW_ARB_20070120.0015_7_LDC0057_00z6,maBnaAspdaMwaMraMheAspwaMayBmaBlaBheEspfaMyaAspmaBaaE,"[64, 76, 89, 27, 102, 81, 46, 89, 102, 16, 64, 63, 47, 89, 37, 105, 89, 64, 4]","[420.0, 70]",19
229,AAW_ARB_20070120.0015_7_LDC0057_00z7,khMsaAspaaAlaBaeEzaAmaBteeEspaaAlaBlaBbaMnaBaaEnaByaBteeEspspspspspspdotAsp,"[61, 82, 89, 3, 63, 6, 107, 64, 96, 89, 3, 63, 63, 20, 77, 4, 77, 106, 96, 89, 89, 89, 89, 89, 89, 32, 89]","[372.0, 70]",27
230,AAW_ARB_20070120.0015_7_LDC0057_00z8,baMaaEraMyaBseAspspcolAspspmaByaBshMaaElaAspaeAbaMwaMspnaBjaBmaE,"[20, 4, 81, 106, 85, 89, 89, 24, 89, 89, 64, 106, 88, 4, 62, 89, 5, 20, 102, 89, 77, 53, 65]","[395.0, 70]",23
231,AAW_ARB_20070120.0015_7_LDC0057_00z9,aaAlaBseMbaMtaEspn0An2AspmaBhaMraMmaEspn1An4An2An8AspheM,"[3, 63, 86, 20, 93, 89, 66, 68, 89, 64, 45, 81, 65, 89, 67, 70, 68, 74, 89, 48]","[561.0, 70]",20
232,AAW_ARB_20070120.0122_4_LDC0057_00z1,yaBdhMkeBraMspaeAnaAspdaMwaMraMspaaAlaBseMyaBnaBmaBaaEspbaMdaMaeAtaA,"[106, 31, 58, 81, 89, 5, 76, 89, 27, 102, 81, 89, 3, 63, 86, 106, 77, 64, 4, 89, 20, 27, 5, 91]","[356.0, 70]",24
233,AAW_ARB_20070120.0122_4_LDC0057_0z10,aaAlaBayMraMdeAspayBlaBeeEsptaBdaMayByaBmaBheMaaEspspdotAsp,"[3, 63, 18, 81, 29, 89, 16, 63, 34, 89, 92, 27, 16, 106, 64, 48, 4, 89, 89, 32, 89]","[315.0, 70]",21
234,AAW_ARB_20070120.0122_4_LDC0057_0z11,waMaeAdeBaaEfaEspraMmaBzaEyaAspspcolAspspaeAnaAspdaMwaMraM,"[102, 5, 30, 4, 36, 89, 81, 64, 108, 105, 89, 89, 24, 89, 89, 5, 76, 89, 27, 102, 81]","[336.0, 70]",21
235,AAW_ARB_20070120.0122_4_LDC0057_0z12,aaAlaBayMraMdeAspaaAlaBseMyaBnaBmaBaaEalByaAspfaMyaAspmaBsaMraMspayBlaBeeE,"[3, 63, 18, 81, 29, 89, 3, 63, 86, 106, 77, 64, 4, 10, 105, 89, 37, 105, 89, 64, 83, 81, 89, 16, 63, 34]","[495.0, 70]",26
236,AAW_ARB_20070120.0122_4_LDC0057_0z13,maBdaMaaAraMsptaBaaEraMyaBkhMheMaaEspspcomAspspmaBkeBaaEnaAspmaBhaMtaMraMmaE,"[64, 27, 3, 81, 89, 92, 4, 81, 106, 61, 48, 4, 89, 89, 25, 89, 89, 64, 58, 4, 76, 89, 64, 45, 94, 81, 65]","[423.0, 70]",27
237,AAW_ARB_20070120.0122_4_LDC0057_0z14,jaBdaMaaAspwaMlaBmaEsptaBhaMdaMthAspfaMyaBheMaaEspkaMdeByaBteeE,"[53, 27, 3, 89, 102, 63, 65, 89, 92, 45, 27, 97, 89, 37, 106, 48, 4, 89, 56, 30, 106, 96]","[455.0, 70]",22
238,AAW_ARB_20070120.0122_4_LDC0057_0z15,amAdaMaaAbaEspwaMaaAhaMdaMteAspspcomAspspwaMbaMdaMlaBaaEspmaBnaA,"[13, 27, 3, 19, 89, 102, 3, 45, 27, 95, 89, 89, 25, 89, 89, 102, 20, 27, 63, 4, 89, 64, 76]","[481.0, 70]",23
239,AAW_ARB_20070120.0122_4_LDC0057_0z16,aaAlaBtaMfaMkeByaBraMspfaMyaAspahAyaBjaBaaEdaMspdaMayBmaEsplaBheMdhMheA,"[3, 63, 94, 37, 58, 106, 81, 89, 37, 105, 89, 7, 106, 53, 4, 27, 89, 27, 16, 65, 89, 63, 48, 31, 46]","[482.0, 70]",25
240,AAW_ARB_20070120.0122_4_LDC0057_0z17,aaAlaBsaMnaBaaEayBteeEspspcomAspspheMnaBaaEkeAspmaBnaAspyaBfaMkeBraM,"[3, 63, 83, 77, 4, 16, 96, 89, 89, 25, 89, 89, 48, 77, 4, 57, 89, 64, 76, 89, 106, 37, 58, 81]","[493.0, 70]",24
241,AAW_ARB_20070120.0122_4_LDC0057_0z18,faMyaAspheMdaMmaBheMaaEspwaMaaAlaBkaMdeBaaEhhAspayBlaByaBheMaaEspspdotAsp,"[37, 105, 89, 48, 27, 64, 48, 4, 89, 102, 3, 63, 56, 30, 4, 49, 89, 16, 63, 106, 48, 4, 89, 89, 32, 89]","[443.0, 70]",26
242,AAW_ARB_20070120.0122_4_LDC0057_00z2,faMyaAsptaBkaMdaMyaBmaEsphaMfaMlaBaaEtaAspbaMayMdaMspmaBnaBtaMsaMfaEspaaAlaBlaByaBlaA,"[37, 105, 89, 92, 56, 27, 106, 65, 89, 45, 37, 63, 4, 91, 89, 20, 18, 27, 89, 64, 77, 94, 83, 36, 89, 3, 63, 63, 106, 62]","[594.0, 70]",30
243,AAW_ARB_20070120.0122_4_LDC0057_00z3,baMaaElaBtaMzaEaaAmaBnaAspmaBayEsphaMheMwaMraMspaaAlaBmaBwaMjaBteeEspaaAlaBshMbaMaaEbaMyaBteeEsplaBlaBseMyaBnaBmaBaaE,"[20, 4, 63, 94, 108, 3, 64, 76, 89, 64, 17, 89, 45, 48, 102, 81, 89, 3, 63, 64, 102, 53, 96, 89, 3, 63, 88, 20, 4, 20, 106, 96, 89, 63, 63, 86, 106, 77, 64, 4]","[677.0, 70]",40
244,AAW_ARB_20070120.0122_4_LDC0057_00z4,aaAlaBmaBsaMraMyaBteeEspspcomAspspwaMaaAlaBtaMyaAspaeAtoBlaBkaAspayBlaByaBheMaaE,"[3, 63, 64, 83, 81, 106, 96, 89, 89, 25, 89, 89, 102, 3, 63, 94, 105, 89, 5, 101, 63, 55, 89, 16, 63, 106, 48, 4]","[403.0, 70]",28
245,AAW_ARB_20070120.0122_4_LDC0057_00z5,aaAlaBmaBwaMjaBteeEspaaAlaBkeBwaMmaByaBdaMyaBteeEspspcomAspspaaAlaBtaMyaAspkaMaaEdaMheMaaE,"[3, 63, 64, 102, 53, 96, 89, 3, 63, 58, 102, 64, 106, 27, 106, 96, 89, 89, 25, 89, 89, 3, 63, 94, 105, 89, 56, 4, 27, 48, 4]","[511.0, 70]",31
246,AAW_ARB_20070120.0122_4_LDC0057_00z6,aaAlaBfaMnaBaaEnaAspmaBhaMmaBdaMspheMnaByaBdaMyaAspspcomAspspwaMayBnaBdaMmaBaaE,"[3, 63, 37, 77, 4, 76, 89, 64, 45, 64, 27, 89, 48, 77, 106, 27, 105, 89, 89, 25, 89, 89, 102, 16, 77, 27, 64, 4]","[502.0, 70]",28
247,AAW_ARB_20070120.0122_4_LDC0057_00z7,haMkaMkaMtaEspahAyaBraMaaAdaMaaAtaAspayBaaElaByaBteeEspkhMaaEsaMteeEspfaMyaA,"[45, 56, 56, 93, 89, 7, 106, 81, 3, 27, 3, 91, 89, 16, 4, 63, 106, 96, 89, 61, 4, 83, 96, 89, 37, 105]","[621.0, 70]",26
248,AAW_ARB_20070120.0122_4_LDC0057_00z8,saMaaElaBaaEtaAspaaAlaBayMraMdeAspbaMaaElaBmaBraMaaAkeBzaEspaaAlaBtaMjaBaaEraMyaBteeEspaaAlaBkeBbaMyaBraMteAspspcomAsp,"[83, 4, 63, 4, 91, 89, 3, 63, 18, 81, 29, 89, 20, 4, 63, 64, 81, 3, 58, 108, 89, 3, 63, 94, 53, 4, 81, 106, 96, 89, 3, 63, 58, 20, 106, 81, 95, 89, 89, 25, 89]","[639.0, 70]",41
249,AAW_ARB_20070120.0122_4_LDC0057_00z9,haMraMsaAspmaBwaMzaAayBwaMspaaAlaBseMyaBnaBmaBaaEspwaMaeAsaMhaMaaEbaEspdaMwaMraM,"[45, 81, 82, 89, 64, 102, 107, 16, 102, 89, 3, 63, 86, 106, 77, 64, 4, 89, 102, 5, 83, 45, 4, 19, 89, 27, 102, 81]","[558.0, 70]",28
250,AAW_ARB_20070120.0122_9_LDC0057_00z1,waMkeBaaEnaAspbaMraMlaBmaBaaEnaByaBwaMnaAspmaBsaMraMyaBwaMnaAspkaMdaMsptoBaaElaBbaMwaMaaAspfaMyaA,"[102, 58, 4, 76, 89, 20, 81, 63, 64, 4, 77, 106, 102, 76, 89, 64, 83, 81, 106, 102, 76, 89, 56, 27, 89, 101, 4, 63, 20, 102, 3, 89, 37, 105]","[593.0, 70]",34
251,AAW_ARB_20070120.0122_9_LDC0057_00z2,maBjaBlaBseAspaaAlaBshMayMbaEspkaMbaMlaAspayBdaMteAspseMnaBwaMaaAtaAspspcomAsp,"[64, 53, 63, 85, 89, 3, 63, 88, 18, 19, 89, 56, 20, 62, 89, 16, 27, 95, 89, 86, 77, 102, 3, 91, 89, 89, 25, 89]","[727.0, 70]",28
252,AAW_ARB_20070120.0122_9_LDC0057_00z3,baMahElaBghMaaEhhAsphaMfaMlaBaaEtaAspmaBnaBtaMsaMfaEspaaAlaBlaByaBlaAsplaBnaBfaMseA,"[20, 8, 63, 42, 4, 49, 89, 45, 37, 63, 4, 91, 89, 64, 77, 94, 83, 36, 89, 3, 63, 63, 106, 62, 89, 63, 77, 37, 85]","[615.0, 70]",29
253,AAW_ARB_20070120.0122_9_LDC0057_00z4,aaAlaBaeEseMbaMaaEbaEspaaAlaBtaMyaAsptaBdaMayBwaMspahAlaByaBheMaaEspaaAlaBjaBheMteeE,"[3, 63, 6, 86, 20, 4, 19, 89, 3, 63, 94, 105, 89, 92, 27, 16, 102, 89, 7, 63, 106, 48, 4, 89, 3, 63, 53, 48, 96]","[482.0, 70]",29
254,AAW_ARB_20070121.0143_1_LDC0057_0z10,aaAlaBeeEspaaAlaBaaEyaBseMyaBseMkeBwaMspbaMsaMfaMteeEspayBdeBwaMspmaBraMaaAkaMbaEspspcomAsp,"[3, 63, 34, 89, 3, 63, 4, 106, 86, 106, 86, 58, 102, 89, 20, 83, 37, 96, 89, 16, 30, 102, 89, 64, 81, 3, 56, 19, 89, 89, 25, 89]","[640.0, 70]",32
255,AAW_ARB_20070121.0143_1_LDC0057_0z11,baMaaEayBtaMbaMaaEraMheMaaEspayBdeBwaMaaAspmaBraMaaAkaMbaMaaEspfaMyaAspmaBnaBhaMmaBteeE,"[20, 4, 16, 94, 20, 4, 81, 48, 4, 89, 16, 30, 102, 3, 89, 64, 81, 3, 56, 20, 4, 89, 37, 105, 89, 64, 77, 45, 64, 96]","[691.0, 70]",30
256,AAW_ARB_20070121.0143_1_LDC0057_0z12,aaAlaBmaBwlEtaBmaBraMspaaAlaBahEseMlaBaaEmaByaAspspdotAsp,"[3, 63, 64, 104, 92, 64, 81, 89, 3, 63, 8, 86, 63, 4, 64, 105, 89, 89, 32, 89]","[399.0, 70]",20
257,AAW_ARB_20070121.0143_1_LDC0057_0z13,supAspamAlaAspghBwaMraMspspcomAspspnaBaaEalBbaE,"[90, 89, 13, 62, 89, 40, 102, 81, 89, 89, 25, 89, 89, 77, 4, 10, 19]","[466.0, 70]",17
258,AAW_ARB_20070121.0143_1_LDC0057_0z14,aaAlaBraMalByaBseAspaaAlaBaeEmaByaBraMkeByaAspaaAlaBseMaaEbaMkaAspspcomAspspyaBkaMdaMmaEspfaMyaA,"[3, 63, 81, 10, 106, 85, 89, 3, 63, 6, 64, 106, 81, 58, 105, 89, 3, 63, 86, 4, 20, 55, 89, 89, 25, 89, 89, 106, 56, 27, 65, 89, 37, 105]","[669.0, 70]",34
259,AAW_ARB_20070121.0143_1_LDC0057_0z15,haMfaMlaAspkhMaaEsaAspjaBaaEalBzaEteAsplaBlaBaeEmaByaBraMsptaBshMaaEraMlaBzaEspwaMlaByaA,"[45, 37, 62, 89, 61, 4, 82, 89, 53, 4, 10, 108, 95, 89, 63, 63, 6, 64, 106, 81, 89, 92, 88, 4, 81, 63, 108, 89, 102, 63, 105]","[775.0, 70]",31
260,AAW_ARB_20070121.0143_1_LDC0057_0z16,ayBheMdaMspbaMraMyaBtoBaaEnaByaBaaEspspcomAspspwaMdhMlaBkeEspayBlaBeeEspjaBheMwaMdaMheA,"[16, 48, 27, 89, 20, 81, 106, 101, 4, 77, 106, 4, 89, 89, 25, 89, 89, 102, 31, 63, 59, 89, 16, 63, 34, 89, 53, 48, 102, 27, 46]","[689.0, 70]",31
261,AAW_ARB_20070121.0143_1_LDC0057_0z17,faMyaAspkhMdaMmaBteeEspkaMdeBaaEyaBaaEspaaAlaBbaMyaBalMteeEspspdotAsp,"[37, 105, 89, 61, 27, 64, 96, 89, 56, 30, 4, 106, 4, 89, 3, 63, 20, 106, 12, 96, 89, 89, 32, 89]","[441.0, 70]",24
262,AAW_ARB_20070121.0143_1_LDC0057_00z2,ayBthMmaBaaEnaAspaaAlaBtaMwaMyaBjaBraMyaAspspcomAspspaaAlaBmaBdaMyaBraMspaaAlaBayMaaEmaE,"[16, 100, 64, 4, 76, 89, 3, 63, 94, 102, 106, 53, 81, 105, 89, 89, 25, 89, 89, 3, 63, 64, 27, 106, 81, 89, 3, 63, 18, 4, 65]","[602.0, 70]",31
263,AAW_ARB_20070121.0143_2_LDC0057_00z2,aaAlaBeeEspaaAlaBwaMlaBaaEyaBaaEtaAspaaAlaBmaBtaMhaMdaMteAspkaMraMyaBnaBtaMheEspkeBaaEmaByaBlaBaaEspbaMaaEraMkeBraMspspcomAsp,"[3, 63, 34, 89, 3, 63, 102, 63, 4, 106, 4, 91, 89, 3, 63, 64, 94, 45, 27, 95, 89, 56, 81, 106, 77, 94, 47, 89, 58, 4, 64, 106, 63, 4, 89, 20, 4, 81, 58, 81, 89, 89, 25, 89]","[460.0, 70]",44
264,AAW_ARB_20070121.0143_2_LDC0057_00z3,daMwaMkaMteeEspkeBwaMraMnaBwaMyaBlaAspsupAspaaAlaBdaMkeBtaMwaMraMspayBbaMdaM,"[27, 102, 56, 96, 89, 58, 102, 81, 77, 102, 106, 62, 89, 90, 89, 3, 63, 27, 58, 94, 102, 81, 89, 16, 20, 27]","[488.0, 70]",26
265,AAW_ARB_20070121.0143_2_LDC0057_00z4,aaAlaBlaBtoByaBfaEspraMshMyaBdaMspspcomAspspwaMzaAyaBraMspaaAlaBraMyaA,"[3, 63, 63, 101, 106, 36, 89, 81, 88, 106, 27, 89, 89, 25, 89, 89, 102, 107, 106, 81, 89, 3, 63, 81, 105]","[440.0, 70]",25
266,AAW_ARB_20070121.0143_2_LDC0057_00z5,aaAlaBayMraMaaAkaMyaAspspcomAspspaaAlaBtaMkaMeeEspfaMyaAspseMwaMraMyaBteeE,"[3, 63, 18, 81, 3, 56, 105, 89, 89, 25, 89, 89, 3, 63, 94, 56, 34, 89, 37, 105, 89, 86, 102, 81, 106, 96]","[476.0, 70]",26
267,AAW_ARB_20070121.0143_2_LDC0057_00z6,aeAkhMyaBraMaaAspaaAlaBdaMkeBtaMwaMraMspnaBaaEdaMraMspaaAlaBbaMnaByaAspspcomAsp,"[5, 61, 106, 81, 3, 89, 3, 63, 27, 58, 94, 102, 81, 89, 77, 4, 27, 81, 89, 3, 63, 20, 77, 105, 89, 89, 25, 89]","[426.0, 70]",28
268,AAW_ARB_20070121.0143_2_LDC0057_00z7,waMzaAyaBraMspaaAlaBraMyaAspaaAlaBseMwaMraMyaAspspcomAspspwaMtaBbaMaaEhaMthMaaE,"[102, 107, 106, 81, 89, 3, 63, 81, 105, 89, 3, 63, 86, 102, 81, 105, 89, 89, 25, 89, 89, 102, 92, 20, 4, 45, 100, 4]","[454.0, 70]",28
269,AAW_ARB_20070121.0143_2_LDC0057_00z8,haMwaMlaAsptaBtoBwaMyaBraMspaaAlaBtaMayMaaEwaMnaAspbaMyaBnaAspaaAlaBbaMlaBdaMyaBnaA,"[45, 102, 62, 89, 92, 101, 102, 106, 81, 89, 3, 63, 94, 18, 4, 102, 76, 89, 20, 106, 76, 89, 3, 63, 20, 63, 27, 106, 76]","[613.0, 70]",29
270,AAW_ARB_20070121.0143_2_LDC0057_00z9,laBlaBaaEseMtaMfaMaaEdaMteAspmaBnaAspaaAlaBmaBwaMaaAraMdaMspaaAlaBmaBaaEalByaBteeEspwaMtaBfaMayMyaBlaA,"[63, 63, 4, 86, 94, 37, 4, 27, 95, 89, 64, 76, 89, 3, 63, 64, 102, 3, 81, 27, 89, 3, 63, 64, 4, 10, 106, 96, 89, 102, 92, 37, 18, 106, 62]","[526.0, 70]",35
271,AAW_ARB_20070122.0048_2_LDC0057_00z1,ahAlaBeeEspdhMlaBkeEspaeAayBraMbaEspmaBfaMtaMyaAspsaMwaMraMspwaMjaBbaMlaA,"[7, 63, 34, 89, 31, 63, 59, 89, 5, 16, 81, 19, 89, 64, 37, 94, 105, 89, 83, 102, 81, 89, 102, 53, 20, 62]","[494.0, 70]",26
272,AAW_ARB_20070122.0048_2_LDC0057_0z10,waMbaMayMdaMspaaAdaMraMaaAkeBheMmaEsplaBmaBaaEspyaBmaBkeBnaAspaaAnaA,"[102, 20, 18, 27, 89, 3, 27, 81, 3, 58, 48, 65, 89, 63, 64, 4, 89, 106, 64, 58, 76, 89, 3, 76]","[358.0, 70]",24
273,AAW_ARB_20070122.0048_2_LDC0057_0z11,yaBtaMraMtaBbaEspayBlaByaBheMaaEspmaBnaAspaaAkhMtoBaaEraMspkeBbaMraMeeA,"[106, 94, 81, 92, 19, 89, 16, 63, 106, 48, 4, 89, 64, 76, 89, 3, 61, 101, 4, 81, 89, 58, 20, 81, 33]","[568.0, 70]",25
274,AAW_ARB_20070122.0048_2_LDC0057_0z12,faMyaAsphaMaaElaAspaaAseMtaMmaBraMaaAraMheMaaEspspspspspspdotAsp,"[37, 105, 89, 45, 4, 62, 89, 3, 86, 94, 64, 81, 3, 81, 48, 4, 89, 89, 89, 89, 89, 89, 32, 89]","[420.0, 70]",24
275,AAW_ARB_20070122.0048_2_LDC0057_0z13,faMyaBmaBaaEspdaMayBaaEspnaBaaEalBbaEspraMalByaBseAspaaAlaBmaBjaBlaBseA,"[37, 106, 64, 4, 89, 27, 16, 4, 89, 77, 4, 10, 19, 89, 81, 10, 106, 85, 89, 3, 63, 64, 53, 63, 85]","[614.0, 70]",25
276,AAW_ARB_20070122.0048_2_LDC0057_0z14,aaAlaBahEseMlaBaaEmaByaAspaaAlaBshMyaBayMyaAspaaAlaBaeEayBlaBeeEspaaAlaBshMyaBkhEspayBbaMdaM,"[3, 63, 8, 86, 63, 4, 64, 105, 89, 3, 63, 88, 106, 18, 105, 89, 3, 63, 6, 16, 63, 34, 89, 3, 63, 88, 106, 60, 89, 16, 20, 27]","[741.0, 70]",32
277,AAW_ARB_20070122.0048_2_LDC0057_00z2,ayBaaEmaBlaAspaaAlaBshMyaBkhEspayBlaByaAspaaAlaBaaEmaByaBnaAspayBnaA,"[16, 4, 64, 62, 89, 3, 63, 88, 106, 60, 89, 16, 63, 105, 89, 3, 63, 4, 64, 106, 76, 89, 16, 76]","[457.0, 70]",24
278,AAW_ARB_20070122.0048_2_LDC0057_00z3,daMheMshMtaMheEspwaMaaAseMtaMghMraMaaAbaMheEspmaBnaAspspspspspaaAlaBayMwaMdaMteA,"[27, 48, 88, 94, 47, 89, 102, 3, 86, 94, 42, 81, 3, 20, 47, 89, 64, 76, 89, 89, 89, 89, 89, 3, 63, 18, 102, 27, 95]","[722.0, 70]",29
279,AAW_ARB_20070122.0048_2_LDC0057_00z4,aaAlaBeeEsplaBghMteeEspaaAlaBtaMsaMayMyaBdaMspwaMaaAlaBtaMheMdaMyaBdaMspmaBjaBdaMdaMaaA,"[3, 63, 34, 89, 63, 42, 96, 89, 3, 63, 94, 83, 18, 106, 27, 89, 102, 3, 63, 94, 48, 27, 106, 27, 89, 64, 53, 27, 27, 3]","[680.0, 70]",30
280,AAW_ARB_20070122.0048_2_LDC0057_00z5,baMaaElaBaaEdeBraMaaAbaMaaEtaAspwaMaaAlaBkhMraMwaMjaAspaaAlaBeeEspaaAlaBshMwaMaaAraMayAsplaBaaEseMyaBmaBaaE,"[20, 4, 63, 4, 30, 81, 3, 20, 4, 91, 89, 102, 3, 63, 61, 81, 102, 52, 89, 3, 63, 34, 89, 3, 63, 88, 102, 3, 81, 15, 89, 63, 4, 86, 106, 64, 4]","[696.0, 70]",37
281,AAW_ARB_20070122.0048_2_LDC0057_00z6,baMayMdaMspmaBayMraMfaMteeEspaaAlaBjaBmaByaBayEspbaMayMdaMmaEspaaAlaBjaBdaMwaMeeA,"[20, 18, 27, 89, 64, 18, 81, 37, 96, 89, 3, 63, 53, 64, 106, 17, 89, 20, 18, 27, 65, 89, 3, 63, 53, 27, 102, 33]","[485.0, 70]",28
282,AAW_ARB_20070122.0048_2_LDC0057_00z7,aaAlaBseMyaBaaEseMyaBteeEspmaBnaAsptaBlaBkeEspaaAlaBtaMhaMraMkeBaaEtaAspspcomAsp,"[3, 63, 86, 106, 4, 86, 106, 96, 89, 64, 76, 89, 92, 63, 59, 89, 3, 63, 94, 45, 81, 58, 4, 91, 89, 89, 25, 89]","[653.0, 70]",28
283,AAW_ARB_20070122.0048_2_LDC0057_00z8,waMmaBdaMeeAspaaAlaBaaEdeBraMaaAraMspaaAlaBaaEkaMtaMsaMaaEdaMyaBteeEspaaAlaBtaMyaAspaaAlaBhaMkaMtaMheMaaE,"[102, 64, 27, 33, 89, 3, 63, 4, 30, 81, 3, 81, 89, 3, 63, 4, 56, 94, 83, 4, 27, 106, 96, 89, 3, 63, 94, 105, 89, 3, 63, 45, 56, 94, 48, 4]","[651.0, 70]",36
